design_en,y,id
"Heracles standing right, lion skin over left arm, holding club overhead in raised right hand and left hand outstretched; at right, Hippolyte, seated right, head left, on a horse to right, wearing fluttering cloak, holding double ax in right hand. Ground line. Border of dots.","[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Hippolyte', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Hippolyte', 'PERSON', 'holding', 'ax', 'OBJECT')]",252
"Nude bearded Heracles advancing right, head left, lion skin over left shoulder, holding club with left hand over left shoulder, drawing out Cerberus on a leash, behind him, a tree.","[('Heracles', 'PERSON', 'holding', 'club', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'Cerberus', 'ANIMAL')]",253
"Zeus within zodiac; in the middle, Zeus seated facing, holding patera in outstretched right hand, left resting on sceptre; at his feet, eagle to left, head right, with half spread wings; all within a double circle divided into twelve compartments containing the signs of the zodiac.","[('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",254
"Nude Heracles standing facing, head left, holding kantharos in right hand and club in left hand, lion skin over left arm.","[('Heracles', 'PERSON', 'holding', 'kantharos', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT')]",255
"Nude, bearded Heracles standing right, wearing lion skin over shoulder, holding an ax in both hands; in front, a pile of stones; at his feet, basket. Border of dots.","[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT'), ('Heracles', 'PERSON', 'holding', 'ax', 'OBJECT')]",256
"Veiled Demeter seated left cista mystica with half-open lid, out of which serpent creeps right, wearing corn wreath, holding a poppy between two ears of corn in right hand, left resting on long torch. Border of dots.","[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",257
"Veiled Demeter seated left on rock, holding two ears of corn in outstretched right hand, left resting on long torch. Ground line. Border of dots.","[('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT')]",258
"Demeter and Homonoia, clasping right hands; to left, veiled Demeter standing right, wearing corn wreath; to right, Homonoia standing facing, head left, wearing kalathos, holding cornucopia in left arm. Ground line. Border of dots.","[('Demeter', 'PERSON', 'wearing', 'corn wreath', 'OBJECT'), ('Homonoia', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",259
"Nude athlete standing facing, head right, crowning himself with right hand, holding palm branch in left arm. In left field, E. Short ground line. Border of dots.","[('athlete', 'PERSON', 'crowning', 'athlete', 'PERSON'), ('athlete', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",260
"At left, statue of Artemis of Ephesos standing facing, next to her headdress at left a crescent, at right a star with eight rays, at her feet to left a deer standing right and at right a second deer standing left; at right, Homonoia standing facing, head left, holding patera in her right hand over a lighted altar and a cornucopia in left arm. Gorund line. Border of dots.","[('Homonoia', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Homonoia', 'PERSON', 'holding', 'cornucopia', 'OBJECT')]",261
"Heracles standing facing, head right, resting right hand on club; to right, lion skin hanging over uncertain object.","[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT')]",262
"Jugate heads of Serapis, wearing laurel wreath and lotus, and of Isis, wearing her headdress and wreath of ears, right.","[('Serapis', 'PERSON', 'wearing', 'laurel wreath', 'OBJECT'), ('Isis', 'PERSON', 'wearing', 'headdress', 'OBJECT')]",263
"Jugate heads of Serapis, wearing laurel wreath and lotus, and of Isis, wearing her headdress and wreath of ears, right. Barbarized.","[('Serapis', 'PERSON', 'wearing', 'laurel wreath', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'lotus', 'PLANT'), ('Isis', 'PERSON', 'wearing', 'headdress', 'OBJECT')]",264
"Anubis advancing right, holding palm branch with right hand over shoulder; in field to left monogram; to right emblem of two conjoined foreparts of prancing horses to right and left. Short ground line.","[('Anubis', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",265
"Nude athlete standing facing, head left, holding crest in outstretched right and palm leaf in left. In left field, mark of value; E.",[],266
"Nike standing in galloping biga, right; holding palm branch in left hand and reigns with right. Ground line. Border of dots.","[('Nike', 'PERSON', 'standing', 'biga', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",267
"Façade of a tetrastyle temple, acroteria and antefixa along roof, with a curled serpent on the pediment; within Asclepius standing facing, holding serpent staff in right hand, the left in front of the chest. Border of dots.","[('Asclepius', 'PERSON', 'holding', 'serpent staff', 'OBJECT')]",268
"Head of (youthful) Dionysus, right, wearing taenia and ivy wreath with five leaves and a fruit. Hair dress rolled in the back and with three curls falling on right and one on left shoulder.","[('Dionysus', 'PERSON', 'wearing', 'taenia', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",269
"Head of (youthful) Dionysus, right, wearing taenia and ivy wreath with five leaves, a fruit and rosette. Hair dress rolled in the back around a dot and with two curls falling on right shoulder.","[('Dionysus', 'PERSON', 'wearing', 'taenia', 'OBJECT'), ('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",270
"Lion crouching left, breaking spear in jaws; under the lion, star; in exergue, grain corn. Ground line.","[('Lion', 'ANIMAL', 'breaking', 'spear', 'OBJECT')]",271
"Lion crouching left, breaking spear in jaws; in exergue, grain corn and dolphin. Ground line.","[('Lion', 'ANIMAL', 'breaking', 'spear', 'OBJECT')]",272
"Lion crouching left, breaking spear in jaws; in exergue, grain corn and monogram. Ground line.","[('Lion', 'ANIMAL', 'breaking', 'spear', 'OBJECT')]",273
"Hera enthroned left, wearing long garment, comprising peacock seated on her left hip with right arm, left resting on long sceptre.","[('Hera', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Hera', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",274
"Nude Zeus (Epikarpios) standing facing, head left, holding patera in outstretched right hand and ears of corn in left hand.",[],275
"Demeter standing facing, head right, right resting on long torch, holding two ears of corn and poppy in left hand. Border of dots.","[('Demeter', 'PERSON', 'resting_on', 'torch', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Demeter', 'PERSON', 'holding', 'poppy', 'PLANT')]",276
"Laureate nymph of the Strymon region reclining left, stripped to the waist, the outstretched right on a mountain ridge with a cave entrance, resting left arm on upturned water urn, from which flows water, embracing vine with grapes and leafs leaning over her head. On the mountain small naked genius climbing up right picking grapes from the vine, next to him, ΒΟΤΡV; in front of the cave entrance a second naked genius to left with bag full of ore on the back, above him, ΑΡΓΥΡΟϹ; under the water spring leaning to left third naked Genius scooping with hands gold from the water, above ΧΡΥϹΟϹ. In exergue, in a cornfield forth naked genius advancing and collecting corn ears, next to him ϹΤΡΑΧΥ. Ground line. Border of dots.","[('nymph', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",277
"Nude youth (Dioscur) standing facing, head right, holding a spear in right hand and reigns in left hand; behind him, a horse standing right, right hoof raised.","[('Dioscur', 'PERSON', 'holding', 'spear', 'OBJECT')]",278
"Hygieia standing right, legs crossed, feeding serpent held in right arm from patera set on column in front of her.","[('Hygieia', 'PERSON', 'feeding', 'serpent', 'ANIMAL')]",279
"Head of bearded Heracles, left, wearing lion skin around neck, holding club over right shoulder.","[('Heracles', 'PERSON', 'wearing', 'lion skin', 'OBJECT')]",280
"Winged Nemesis (Nike) standing facing, head left, right hand in front of her chest; holding palm branch in left arm; at her feet, griffin standing left, head upwards. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'palm branch', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",281
"Emperor (Commodus) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding transverse spear in right hand; left horse hoof raised. Border of dots.","[('Commodus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Commodus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Commodus', 'PERSON', 'holding', 'spear', 'OBJECT')]",282
"Centaur galopping right, supporting a vessel on his left shoulder; on his back Pan with goat legs seated left, playing his aulos.","[('Centaur', 'PERSON', 'holding', 'vessel', 'OBJECT'), ('Pan', 'PERSON', 'holding', 'aulos', 'OBJECT')]",283
"Artemis advancing right, head left, wearing short chiton and boots, holding bow in left hand, drawing arrow with right hand from quiver at shoulder; to right hound running right. Ground line. Border of dots.","[('Artemis', 'PERSON', 'wearing', 'chiton', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'bow', 'OBJECT'), ('Artemis', 'PERSON', 'holding', 'arrow', 'OBJECT')]",284
"Emperor (Septimius Severus) in military attire standing facing, head left, wearing cuirass and boots, holding patera in outstretched right hand, left resting on inverted spear; behind him Nike standing facing, head left, wearing long garment, crowning emperor with laurel wreath in right hand, holding palm branch in left arm. Ground line. Border of dots.","[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Septimius Severus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Septimius Severus', 'PERSON', 'resting_on', 'spear', 'OBJECT'), ('Nike', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",285
"Half-nude Aphrodite standing facing, head right, holding apple in right hand, holding falling chiton with left hand; next to her, two Erotes (?).","[('Aphrodite', 'PERSON', 'holding', 'apple', 'PLANT'), ('Aphrodite', 'PERSON', 'holding', 'chiton', 'OBJECT')]",286
"Nude Heracles standing right, right arm behind his back, resting left arm on club, covered with lion skin.","[('Heracles', 'PERSON', 'resting_on', 'club', 'OBJECT')]",287
"Veiled Demeter standing facing, head left, wearing long garment, holding two ears of corn in lowered right hand over cista mystica with half-open lid, out of which two serpents creep left, and long torch entwined by serpent in left arm. Ground line.","[('Demeter', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Demeter', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",288
"Nude Apollo standing facing, head left, holding patera in outstretched right hand over altar and two ears of corn in left hand; at his back, quiver.","[('Apollo', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Apollo', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",289
"Triptolemos standing right in biga drawn by two winged serpents, wearing a cloak, holding seeds in fold of garment in left hand and raising right arm to sow the seeds; Earth reclining left on ground below the biga, with her right hand holding out her garment at her waist to receive the seeds, holding two ears of corn in her left arm.","[('Triptolemos', 'PERSON', 'standing', 'biga', 'OBJECT'), ('Triptolemos', 'PERSON', 'wearing', 'cloak', 'OBJECT'), ('Earth', 'PERSON', 'holding', 'garment', 'OBJECT'), ('Earth', 'PERSON', 'holding', 'ears of corn', 'PLANT')]",290
"Nude Ganymede standing facing, head right, wearing Phrygian cap and boots, holding staff with his right hand over shoulders; at right eagle standing on a short column with wings half-spread, head left. Border of dots.","[('Ganymede', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Ganymede', 'PERSON', 'holding', 'staff', 'OBJECT')]",291
"Nude Ganymede standing facing, head right, wearing Phrygian cap and boots, holding staff with his right hand over shoulders; to right, eagle standing on a short column with spread wings, head upwards; at his feet, left, hound advancing left, head right. Border of dots.","[('Ganymede', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Ganymede', 'PERSON', 'holding', 'staff', 'OBJECT')]",292
"Tyche seated left on cippus, head right, holding ears of corn in right hand, left resting on cippus; at feet, left, swimming river-god, left.","[('Tyche', 'PERSON', 'seated_on', 'cippus', 'OBJECT'), ('Tyche', 'PERSON', 'holding', 'ears of corn', 'PLANT'), ('Tyche', 'PERSON', 'resting_on', 'cippus', 'OBJECT')]",293
"Europa seated right on bull standing left, head left, holding in both hands veil fluttering over her head.","[('Europa', 'PERSON', 'seated_on', 'bull', 'ANIMAL'), ('Europa', 'PERSON', 'holding', 'veil', 'OBJECT')]",294
"Female head, left, wearing earring, necklacea and a wide stephane with a laurel wreath and palmettes on it, .","[('Female', 'PERSON', 'wearing', 'earring', 'OBJECT'), ('Female', 'PERSON', 'wearing', 'stephane', 'OBJECT')]",295
"Head of Meanad, right with long hair and wearing an ivy wreath. Border of dots.",[],296
"Nike standing facing, head left, holding wreath in outstretched right hand and palm branch in left arm; in front, monogram.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",297
"Nike standing facing, head left, holding wreath in outstretched right hand and palm branch in left arm; behind, two monograms.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",298
"Athena (Nikephoros) enthroned left, wearing long garment and crested helmet, holding Nike, crowning king's name, in outstretched right hand; left arm resting on shield behind, decorated with gorgoneion; in background, transverse spear; throne with lion feet and a serpent.","[('Athena', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Athena', 'PERSON', 'wearing', 'helmet', 'OBJECT'), ('Athena', 'PERSON', 'holding', 'Nike', 'PERSON'), ('Athena', 'PERSON', 'resting_on', 'shield', 'OBJECT')]",299
"Head of (youthful) Dionysus, right, wearing ivy wreath. Border of dots.","[('Dionysus', 'PERSON', 'wearing', 'ivy wreath', 'OBJECT')]",300
"Eagle flying left, wings open, holding a serpent in beak and claws; all within incuse square.","[('Eagle', 'ANIMAL', 'holding', 'serpent', 'ANIMAL')]",301
"Eagle flying right, wings open, holding a serpent in beak and claws; all within incuse square.","[('Eagle', 'ANIMAL', 'holding', 'serpent', 'ANIMAL')]",302
